4
RNA5SN1	RNA5SN1	MissingGeneType
RNA18SN1	RNA18SN1	MissingGeneType
RNA5-8SN1	RNA5-8SN1	MissingGeneType
RNA28SN1	RNA28SN1	MissingGeneType
